,Unnamed: 0,RA,DEC,FREQ_GHZ,X,Y,SNR,FLUX_MAX,BINNING,GROUP,F,F_kw,ID,source,window
231820,231820,53.22638,-28.01861,91.8384,829.5,455.8,5.22,0.003979,9,5,0.0,0.805,6,aless6,spw1719
231823,231823,53.23726,-28.01979,91.2602,515.2,417.2,5.15,0.004695,13,8,0.0,0.61,9,aless6,spw1719
231824,231824,53.24328,-28.01282,90.1976,341.3,645.3,5.15,0.0056,15,9,0.0,0.858,10,aless6,spw1719
231828,231828,53.24463,-28.0155,90.5257,302.1,557.4,5.08,0.005544,15,13,0.0,0.829,14,aless6,spw1719
231830,231830,53.23487,-28.02791,91.8384,584.1,151.5,5.07,0.003867,9,15,0.0,0.683,16,aless6,spw1719
231832,231832,53.25101,-28.01332,92.6197,117.7,628.8,5.05,0.00408,9,16,0.0,0.665,18,aless6,spw1719
231834,231834,53.2436,-28.02118,91.3071,332.0,371.7,5.04,0.003751,9,19,0.0,0.656,20,aless6,spw1719
231838,231838,53.24922,-28.02351,91.0883,169.5,295.4,5.0,0.003816,9,22,0.0,0.618,24,aless6,spw1719
231846,231846,53.22821,-28.01689,91.3227,776.7,512.0,4.94,0.004845,15,31,0.0,0.762,32,aless6,spw1719
231871,231871,53.24002,-28.0261,91.854,435.3,210.6,4.82,0.004849,15,56,0.0,0.695,57,aless6,spw1719
231873,231873,53.22715,-28.02071,91.4165,807.1,387.1,4.82,0.004658,15,58,0.0,0.695,59,aless6,spw1719
240460,240460,53.23729,-28.01693,103.6325,514.3,510.9,14.71,0.020075,19,0,1.0,1.0,1,aless6,spw2123
240461,240461,53.2373,-28.01688,103.5231,513.9,512.4,11.34,0.015151,19,1,1.0,1.0,2,aless6,spw2123
240462,240462,53.23728,-28.01691,103.7419,514.6,511.5,9.9,0.013449,19,2,1.0,1.0,3,aless6,spw2123
240463,240463,53.23732,-28.01691,103.4137,513.5,511.4,7.19,0.009729,19,3,0.997,1.0,4,aless6,spw2123
240464,240464,53.243,-28.02514,103.2731,349.3,242.1,5.68,0.006697,15,4,0.533,0.97,5,aless6,spw2123
240465,240465,53.23695,-28.00511,101.3666,524.2,897.6,5.64,0.005917,13,5,0.505,0.799,6,aless6,spw2123
240466,240466,53.24386,-28.02656,104.6326,324.3,195.6,5.56,0.005424,11,6,0.448,0.794,7,aless6,spw2123
240467,240467,53.23725,-28.01692,103.8513,515.5,511.1,5.55,0.007537,19,7,0.44,0.819,8,aless6,spw2123
240468,240468,53.25003,-28.01405,101.851,146.2,604.8,5.45,0.00442,9,8,0.371,0.792,9,aless6,spw2123
240469,240469,53.23974,-28.02805,102.9605,443.6,146.7,5.36,0.001869,15,9,0.312,0.85,10,aless6,spw2123
240470,240470,53.23974,-28.02805,102.9293,443.6,146.7,5.36,0.001869,19,10,0.312,0.691,11,aless6,spw2123
240473,240473,53.22483,-28.01949,104.2419,874.3,427.0,5.22,0.004601,9,13,0.229,0.607,14,aless6,spw2123
240474,240474,53.23994,-28.02748,103.2106,437.8,165.3,5.21,0.006588,17,14,0.224,0.669,15,aless6,spw2123
240478,240478,53.23878,-28.02045,101.3509,471.1,395.5,5.13,0.003838,7,18,0.184,0.606,19,aless6,spw2123
240481,240481,53.24622,-28.01198,103.1949,256.4,672.8,5.1,0.006063,15,21,0.17,0.638,22,aless6,spw2123
250156,250156,53.27353,-27.55791,97.9448,194.1,169.7,13.61,0.019295,11,0,1.0,1.0,1,aless71,allspw
250157,250157,53.27351,-27.55791,98.0542,194.4,169.7,10.23,0.017474,19,1,1.0,1.0,2,aless71,allspw
250158,250158,53.27359,-27.55795,97.8354,193.5,169.1,10.16,0.018476,19,2,1.0,1.0,3,aless71,allspw
250159,250159,53.2873,-27.56333,99.0386,18.4,91.6,6.09,0.006478,15,3,0.999,1.0,4,aless71,allspw
250160,250160,53.26114,-27.54501,99.8198,352.4,355.4,5.93,0.008549,13,4,0.947,0.997,5,aless71,allspw
250161,250161,53.27369,-27.558,97.7261,192.2,168.4,5.83,0.009995,19,5,0.732,1.0,6,aless71,allspw
250163,250163,53.27247,-27.55794,86.7415,207.8,169.3,5.28,0.008738,19,7,0.0,0.877,8,aless71,allspw
250164,250164,53.28405,-27.5493,88.5541,59.9,293.6,5.22,0.008153,15,8,0.0,0.973,9,aless71,allspw
250165,250165,53.28587,-27.55572,88.0228,36.6,201.2,5.21,0.005973,9,9,0.0,0.726,10,aless71,allspw
250166,250166,53.28758,-27.55571,97.4604,14.9,201.3,5.18,0.00576,9,10,0.0,0.694,11,aless71,allspw
250167,250167,53.28047,-27.56356,99.4605,105.7,88.4,5.17,0.009128,19,11,0.0,0.685,12,aless71,allspw
250170,250170,53.27934,-27.56739,97.8042,120.0,33.1,5.08,0.007866,15,14,0.0,0.924,15,aless71,allspw
250176,250176,53.26159,-27.55141,86.7103,346.7,263.2,5.0,0.006802,13,20,0.0,0.74,21,aless71,allspw
250179,250179,53.27309,-27.56418,100.3511,199.7,79.4,4.97,0.007518,13,23,0.0,0.718,24,aless71,allspw
250181,250181,53.27239,-27.54516,98.9761,208.8,353.3,4.94,0.006261,13,25,0.0,0.696,26,aless71,allspw
250184,250184,53.27788,-27.55511,87.5697,138.6,210.0,4.93,0.007034,13,28,0.0,0.688,29,aless71,allspw
250185,250185,53.28461,-27.55839,88.2728,52.7,162.8,4.93,0.006458,13,26,0.0,0.688,30,aless71,allspw
260394,260394,52.86326,-27.93091,97.3475,178.9,197.6,27.3,0.016376,13,0,1.0,1.0,1,aless75,allspw
260395,260395,52.8633,-27.93093,97.2381,178.4,197.2,21.7,0.013495,19,1,1.0,1.0,2,aless75,allspw
260396,260396,52.86321,-27.93089,97.4569,179.5,197.8,21.22,0.013288,19,2,1.0,1.0,3,aless75,allspw
260397,260397,52.85311,-27.92791,98.6757,308.0,240.7,7.72,0.00146,3,3,1.0,1.0,4,aless75,allspw
260398,260398,52.86321,-27.93084,97.5663,179.5,198.6,7.28,0.003839,19,4,1.0,1.0,5,aless75,allspw
260399,260399,52.87407,-27.94175,88.363,41.4,41.3,5.58,0.001813,7,5,0.234,0.905,6,aless75,allspw
260400,260400,52.86751,-27.92594,85.8785,124.9,269.1,5.41,0.00264,15,7,0.126,0.681,7,aless75,allspw
260401,260401,52.86101,-27.92024,85.5191,207.5,351.2,5.41,0.001829,7,6,0.126,0.81,8,aless75,allspw
260402,260402,52.87409,-27.94175,88.4723,41.1,41.3,5.4,0.001751,19,8,0.121,0.765,9,aless75,allspw
260405,260405,52.86335,-27.93096,97.1288,177.8,196.8,5.32,0.002879,19,11,0.086,0.677,12,aless75,allspw
260406,260406,52.85882,-27.92641,86.3629,235.5,262.2,5.32,0.002631,17,12,0.086,0.761,13,aless75,allspw
260407,260407,52.85962,-27.93815,99.8163,225.2,93.2,5.28,0.001778,7,13,0.071,0.709,14,aless75,allspw
260413,260413,52.86484,-27.93212,86.2692,158.8,180.1,5.17,0.001849,9,19,0.041,0.709,20,aless75,allspw
270082,270082,53.21193,-27.52823,104.3276,192.3,198.9,12.16,0.009057,17,0,1.0,1.0,1,aless87,allspw
270083,270083,53.21193,-27.52824,104.437,192.3,198.7,10.63,0.008106,19,1,1.0,1.0,2,aless87,allspw
270084,270084,53.21194,-27.52823,104.2183,192.2,199.0,8.38,0.006552,19,2,1.0,1.0,3,aless87,allspw
270085,270085,53.21853,-27.5303,104.3276,108.0,169.1,8.25,0.004878,11,3,1.0,1.0,4,aless87,allspw
270086,270086,53.21192,-27.52826,104.5464,192.4,198.4,6.26,0.004428,19,4,0.959,1.0,5,aless87,allspw
270087,270087,53.22187,-27.52556,103.8901,65.4,237.4,5.83,0.003181,13,5,0.683,0.886,6,aless87,allspw
270088,270088,53.21847,-27.53028,104.437,108.8,169.4,5.82,0.004443,19,6,0.673,0.992,7,aless87,allspw
270089,270089,53.21537,-27.53949,93.343,148.3,36.7,5.64,0.001876,5,7,0.468,0.99,8,aless87,allspw
270090,270090,53.22176,-27.52386,93.3743,66.7,261.8,5.62,0.003353,15,8,0.445,0.89,9,aless87,allspw
270091,270091,53.2035,-27.52034,104.3276,300.0,312.5,5.61,0.004428,19,9,0.434,0.971,10,aless87,allspw
270092,270092,53.22197,-27.5417,95.0774,64.0,4.9,5.52,0.001917,5,10,0.333,0.932,11,aless87,allspw
270093,270093,53.22336,-27.54063,104.812,46.3,20.4,5.51,0.002304,7,11,0.323,0.81,12,aless87,allspw
270095,270095,53.21774,-27.5366,93.8743,118.1,78.3,5.46,0.001877,5,13,0.272,0.858,14,aless87,allspw
270097,270097,53.20493,-27.53814,107.3902,281.7,56.2,5.39,0.000549,5,15,0.208,0.721,16,aless87,allspw
270099,270099,53.21101,-27.52126,93.2805,204.1,299.2,5.22,0.002773,11,17,0.095,0.738,18,aless87,allspw
270102,270102,53.20814,-27.51839,104.8901,240.7,340.6,5.16,0.002735,11,20,0.069,0.711,21,aless87,allspw
270104,270104,53.21249,-27.53671,92.0305,185.1,76.8,5.11,0.003477,19,22,0.051,0.752,23,aless87,allspw
270106,270106,53.21478,-27.52878,105.1402,155.9,191.0,5.02,0.003753,19,24,0.029,0.678,25,aless87,allspw
270108,270108,53.21045,-27.53662,94.9837,211.2,78.1,4.99,0.002785,11,29,0.024,0.627,27,aless87,allspw
280486,280486,52.97392,-27.89412,90.8539,636.1,537.2,6.21,0.002677,5,0,0.876,0.94,1,aless88,spw1719
280487,280487,52.97211,-27.89886,91.0258,688.4,381.9,5.53,0.003048,9,1,0.026,0.915,2,aless88,spw1719
280488,280488,52.9688,-27.90189,92.3541,784.1,283.0,5.44,0.001595,3,2,0.009,0.658,3,aless88,spw1719
280489,280489,52.9779,-27.89069,89.9632,521.1,649.3,5.43,0.00177,3,3,0.008,0.652,4,aless88,spw1719
280490,280490,52.973,-27.90035,90.932,662.7,333.2,5.41,0.003147,9,4,0.006,0.865,5,aless88,spw1719
280491,280491,52.97637,-27.89955,91.5259,565.3,359.4,5.38,0.003142,11,5,0.004,0.782,6,aless88,spw1719
280492,280492,52.9894,-27.90233,91.1039,188.4,268.4,5.35,0.001502,3,6,0.003,0.601,7,aless88,spw1719
280493,280493,52.97607,-27.89341,90.0101,573.9,560.5,5.3,0.003293,9,7,0.001,0.804,8,aless88,spw1719
280494,280494,52.97751,-27.88785,92.6198,532.2,742.4,5.21,0.003662,15,8,0.0,0.891,9,aless88,spw1719
280496,280496,52.97506,-27.89573,92.0572,603.2,484.4,5.2,0.00287,9,10,0.0,0.737,11,aless88,spw1719
280497,280497,52.97057,-27.89554,91.9165,732.9,490.5,5.19,0.00278,9,11,0.0,0.729,12,aless88,spw1719
280498,280498,52.96647,-27.89407,92.5572,851.7,538.8,5.15,0.003892,15,12,0.0,0.851,13,aless88,spw1719
280504,280504,52.98133,-27.90232,90.932,421.7,268.7,5.09,0.003881,15,18,0.0,0.803,19,aless88,spw1719
280505,280505,52.98096,-27.904,90.7601,432.3,213.7,5.08,0.00303,9,19,0.0,0.642,20,aless88,spw1719
280512,280512,52.97908,-27.89974,90.2132,486.8,353.1,4.98,0.003994,15,26,0.0,0.693,27,aless88,spw1719
280518,280518,52.98921,-27.88925,90.9477,193.7,696.4,4.94,0.003736,15,32,0.0,0.647,33,aless88,spw1719
280519,280519,52.98946,-27.90305,92.651,186.6,244.8,4.93,0.003175,15,33,0.0,0.636,34,aless88,spw1719
289223,289223,52.97842,-27.89482,104.4607,506.0,514.1,10.89,0.010594,19,0,1.0,1.0,1,aless88,spw2123
289224,289224,52.97844,-27.89477,104.5701,505.4,515.8,9.35,0.007983,15,1,1.0,1.0,2,aless88,spw2123
289225,289225,52.97827,-27.89489,104.3513,510.1,511.9,8.95,0.004064,5,2,1.0,1.0,3,aless88,spw2123
289226,289226,52.97895,-27.89348,104.0857,490.7,558.1,6.49,0.00474,11,3,0.941,0.997,4,aless88,spw2123
289227,289227,52.97189,-27.90284,102.5542,694.8,251.8,6.05,0.003313,7,4,0.788,0.943,5,aless88,spw2123
289228,289228,52.97819,-27.89475,104.6795,512.5,516.4,5.93,0.005076,19,5,0.724,0.998,6,aless88,spw2123
289229,289229,52.97703,-27.88637,102.2573,546.0,790.8,5.73,0.005044,19,6,0.598,0.99,7,aless88,spw2123
289230,289230,52.98011,-27.8939,104.0232,457.0,544.4,5.65,0.005278,17,7,0.544,0.859,8,aless88,spw2123
289231,289231,52.97981,-27.89583,102.2417,465.6,481.1,5.58,0.004334,15,8,0.496,1.0,9,aless88,spw2123
289232,289232,52.97768,-27.89814,103.2418,527.4,405.6,5.54,0.004711,15,9,0.468,1.0,10,aless88,spw2123
289233,289233,52.98146,-27.90417,104.1013,418.0,208.1,5.49,0.003116,7,10,0.434,0.603,11,aless88,spw2123
289234,289234,52.96955,-27.89312,101.9917,762.4,569.7,5.47,0.00312,9,11,0.42,0.743,12,aless88,spw2123
289235,289235,52.97932,-27.89568,102.0229,479.8,485.9,5.43,0.002209,5,12,0.394,0.616,13,aless88,spw2123
289239,289239,52.97919,-27.89513,103.1793,483.6,504.2,5.32,0.004824,17,16,0.323,0.713,17,aless88,spw2123
289240,289240,52.97731,-27.88732,102.2261,538.0,759.7,5.3,0.004382,17,17,0.311,0.702,18,aless88,spw2123
289243,289243,52.98446,-27.90587,101.2416,331.3,152.5,5.29,0.003164,9,18,0.305,0.616,21,aless88,spw2123
289247,289247,52.98551,-27.88814,101.3822,300.8,733.0,5.19,0.004841,19,24,0.247,0.765,25,aless88,spw2123
289248,289248,52.97858,-27.88649,102.2261,501.2,786.7,5.19,0.00456,19,25,0.247,0.765,26,aless88,spw2123
289251,289251,52.97637,-27.90223,104.2576,565.1,271.7,5.18,0.003953,13,28,0.242,0.63,29,aless88,spw2123
289252,289252,52.97256,-27.89373,102.0854,675.5,549.8,5.18,0.003646,13,27,0.242,0.63,30,aless88,spw2123
289254,289254,52.97662,-27.88743,102.2417,558.1,756.1,5.17,0.00372,13,31,0.236,0.624,32,aless88,spw2123
289255,289255,52.97818,-27.89486,104.2419,512.7,512.9,5.16,0.004819,19,32,0.231,0.737,33,aless88,spw2123
289256,289256,52.97212,-27.90262,102.898,688.0,259.1,5.15,0.000724,17,33,0.226,0.617,34,aless88,spw2123
289259,289259,52.9844,-27.89562,102.0073,333.0,488.1,5.15,0.003572,13,36,0.226,0.613,37,aless88,spw2123
289260,289260,52.98934,-27.89932,104.5857,190.1,367.0,5.14,0.004073,13,38,0.221,0.608,38,aless88,spw2123
289268,289268,52.97809,-27.89817,104.2107,515.5,404.5,5.07,0.004761,19,45,0.186,0.642,46,aless88,spw2123
289269,289269,52.98617,-27.89156,101.9604,281.7,620.9,5.05,0.004317,19,46,0.177,0.62,47,aless88,spw2123
289270,289270,52.99295,-27.89555,102.6792,85.6,490.3,5.04,0.0043,19,49,0.173,0.608,48,aless88,spw2123
289280,289280,52.9809,-27.89405,104.5857,434.1,539.4,4.96,0.003596,11,57,0.14,0.693,58,aless88,spw2123
289282,289282,52.97746,-27.88562,101.5541,533.7,815.2,4.95,0.003301,11,59,0.136,0.688,60,aless88,spw2123
289283,289283,52.99159,-27.89266,103.6169,125.1,585.1,4.95,0.003481,11,60,0.136,0.688,61,aless88,spw2123
289288,289288,52.97712,-27.90205,103.3512,543.5,277.5,4.91,0.003466,11,65,0.122,0.667,66,aless88,spw2123
289310,289310,52.97814,-27.90178,102.2417,514.1,286.5,4.82,0.003167,11,87,0.093,0.617,88,aless88,spw2123
289323,289323,52.97286,-27.88762,103.6481,666.6,749.8,4.8,0.003348,11,99,0.087,0.606,101,aless88,spw2123
299593,299593,52.86647,-27.96126,86.6878,749.6,351.3,6.02,0.004615,13,0,0.601,0.881,1,aless98,spw1719
299594,299594,52.88477,-27.95984,85.6564,220.7,397.7,5.79,0.004033,9,1,0.039,0.854,2,aless98,spw1719
299595,299595,52.88459,-27.94646,84.4531,225.8,835.4,5.56,0.003324,7,2,0.0,0.713,3,aless98,spw1719
299596,299596,52.87167,-27.9447,87.516,599.4,893.0,5.53,0.003259,7,3,0.0,0.69,4,aless98,spw1719
299598,299598,52.86254,-27.95116,85.4689,863.1,681.9,5.42,0.004959,15,5,0.0,0.966,6,aless98,spw1719
299599,299599,52.88117,-27.95952,85.2345,324.8,408.1,5.41,0.002766,5,6,0.0,0.637,7,aless98,spw1719
299601,299601,52.85997,-27.95949,85.4376,937.4,409.2,5.38,0.0027,5,8,0.0,0.619,9,aless98,spw1719
299605,299605,52.86127,-27.96163,85.9533,899.9,339.1,5.34,0.004555,15,12,0.0,0.947,13,aless98,spw1719
299607,299607,52.88772,-27.9487,85.6564,135.3,762.1,5.26,0.005066,17,14,0.0,0.911,15,aless98,spw1719
299613,299613,52.87222,-27.94843,85.7658,583.5,771.3,5.12,0.004949,17,22,0.0,0.851,21,aless98,spw1719
299616,299616,52.87465,-27.9511,85.3126,513.2,683.6,5.11,0.004658,15,23,0.0,0.846,24,aless98,spw1719
299618,299618,52.88244,-27.95934,85.4533,287.9,414.1,5.1,0.005006,17,25,0.0,0.841,26,aless98,spw1719
299620,299620,52.86566,-27.95478,85.7502,773.1,563.2,5.09,0.004938,17,27,0.0,0.836,28,aless98,spw1719
299633,299633,52.88475,-27.96051,87.1722,221.2,375.7,4.98,0.004141,15,40,0.0,0.753,41,aless98,spw1719
299648,299648,52.86884,-27.95495,85.0938,681.1,557.6,4.92,0.004766,15,55,0.0,0.701,56,aless98,spw1719
299665,299665,52.87112,-27.94924,84.25,615.2,744.6,4.86,0.004235,17,73,0.0,0.685,73,aless98,spw1719
299689,299689,52.86838,-27.9676,87.2191,694.2,143.7,4.81,0.00435,17,96,0.0,0.646,97,aless98,spw1719
299704,299704,52.86747,-27.95344,85.5627,720.5,607.1,4.78,0.004628,17,111,0.0,0.622,112,aless98,spw1719
312250,312250,52.87407,-27.95517,97.1101,530.0,550.5,25.15,0.023253,15,0,1.0,1.0,1,aless98,spw2123
312251,312251,52.87836,-27.95448,97.1258,406.0,573.2,25.02,0.024697,17,1,1.0,1.0,2,aless98,spw2123
312252,312252,52.87426,-27.95636,97.1258,524.5,511.7,25.02,0.023064,15,2,1.0,1.0,3,aless98,spw2123
312253,312253,52.87636,-27.95453,97.1258,463.7,571.5,24.42,0.025375,19,3,1.0,1.0,4,aless98,spw2123
312254,312254,52.87357,-27.95435,97.0945,544.4,577.5,24.34,0.023947,17,4,1.0,1.0,5,aless98,spw2123
312255,312255,52.87607,-27.95811,97.1101,472.1,454.2,24.34,0.025389,19,5,1.0,1.0,6,aless98,spw2123
312256,312256,52.87482,-27.95409,97.1414,508.3,586.0,24.2,0.023581,17,6,1.0,1.0,7,aless98,spw2123
312257,312257,52.87215,-27.95398,97.0945,585.5,589.6,23.78,0.02482,19,7,1.0,1.0,8,aless98,spw2123
312258,312258,52.87298,-27.95474,97.157,561.4,564.6,23.05,0.022146,17,8,1.0,1.0,9,aless98,spw2123
312259,312259,52.87485,-27.95581,97.157,507.5,529.5,22.94,0.020562,15,9,1.0,1.0,10,aless98,spw2123
312260,312260,52.87441,-27.95454,97.0789,520.1,571.0,22.19,0.016987,11,10,1.0,1.0,11,aless98,spw2123
312261,312261,52.87576,-27.95669,97.1414,481.1,500.9,21.71,0.014622,9,11,1.0,1.0,12,aless98,spw2123
312262,312262,52.87224,-27.95686,97.0633,582.9,495.2,21.7,0.022367,19,12,1.0,1.0,13,aless98,spw2123
312263,312263,52.87261,-27.95923,97.1883,572.0,417.7,21.1,0.02106,19,13,1.0,1.0,14,aless98,spw2123
312264,312264,52.86976,-27.95758,97.0789,654.5,471.5,21.01,0.014305,9,14,1.0,1.0,15,aless98,spw2123
312265,312265,52.87411,-27.95883,97.1883,528.8,430.6,20.75,0.019485,17,15,1.0,1.0,16,aless98,spw2123
312266,312266,52.87188,-27.95883,97.0476,593.1,430.9,20.45,0.013976,9,16,1.0,1.0,17,aless98,spw2123
312267,312267,52.87382,-27.95682,97.1883,537.0,496.6,20.44,0.017865,15,17,1.0,1.0,18,aless98,spw2123
312268,312268,52.87311,-27.9582,97.0476,557.5,451.3,20.2,0.011968,7,18,1.0,1.0,19,aless98,spw2123
312269,312269,52.87318,-27.95376,97.1726,555.6,596.7,20.06,0.013453,9,19,1.0,1.0,20,aless98,spw2123
312270,312270,52.87624,-27.95555,97.2039,467.0,538.0,20.02,0.019754,19,20,1.0,1.0,21,aless98,spw2123
312271,312271,52.87541,-27.95621,97.0476,491.3,516.6,19.88,0.015092,11,21,1.0,1.0,22,aless98,spw2123
312272,312272,52.87239,-27.95591,97.0789,578.3,526.5,19.63,0.011513,7,22,1.0,1.0,23,aless98,spw2123
312273,312273,52.87332,-27.9588,97.2039,551.5,431.8,19.54,0.018095,17,23,1.0,1.0,24,aless98,spw2123
312274,312274,52.87408,-27.95582,97.0476,529.6,529.3,19.52,0.017481,15,24,1.0,1.0,25,aless98,spw2123
312275,312275,52.87311,-27.95748,97.1414,557.5,475.0,19.03,0.010998,7,25,1.0,1.0,26,aless98,spw2123
312276,312276,52.87558,-27.95602,97.1883,486.3,522.7,18.69,0.012436,9,26,1.0,1.0,27,aless98,spw2123
312277,312277,52.86784,-27.95556,97.1883,709.9,537.9,18.65,0.010846,7,27,1.0,1.0,28,aless98,spw2123
312278,312278,52.87658,-27.95586,97.032,457.3,528.0,18.43,0.013958,11,28,1.0,1.0,29,aless98,spw2123
312279,312279,52.87,-27.95691,97.0789,647.6,493.7,18.11,0.008669,5,29,1.0,1.0,30,aless98,spw2123
312280,312280,52.87494,-27.95674,97.032,504.6,499.2,17.3,0.008344,5,30,1.0,1.0,31,aless98,spw2123
312281,312281,52.87563,-27.95467,97.2039,484.9,566.8,17.25,0.012618,11,31,1.0,1.0,32,aless98,spw2123
312282,312282,52.87224,-27.95484,97.0164,582.9,561.5,16.87,0.015016,15,32,1.0,1.0,33,aless98,spw2123
312283,312283,52.87468,-27.95616,97.0164,512.2,518.1,16.79,0.013854,13,33,1.0,1.0,34,aless98,spw2123
312284,312284,52.87958,-27.96106,97.2195,370.7,357.9,16.69,0.014291,15,34,1.0,1.0,35,aless98,spw2123
312285,312285,52.87418,-27.95661,97.0164,526.8,503.3,16.53,0.012425,11,35,1.0,1.0,36,aless98,spw2123
312286,312286,52.87836,-27.95622,97.2195,405.9,516.2,15.79,0.012556,13,36,1.0,1.0,37,aless98,spw2123
312287,312287,52.87476,-27.95671,97.1414,510.0,500.1,15.53,0.007291,5,37,1.0,1.0,38,aless98,spw2123
312288,312288,52.86943,-27.96016,97.032,664.1,387.3,15.48,0.005361,3,38,1.0,1.0,39,aless98,spw2123
312289,312289,52.87456,-27.95747,97.0164,515.6,475.3,15.36,0.008947,7,39,1.0,1.0,40,aless98,spw2123
312290,312290,52.87713,-27.95676,97.2351,441.5,498.5,15.13,0.012854,15,40,1.0,1.0,41,aless98,spw2123
312291,312291,52.87686,-27.9552,97.1726,449.2,549.6,14.8,0.005055,3,41,1.0,1.0,42,aless98,spw2123
312292,312292,52.87501,-27.96029,97.2508,502.9,383.1,14.04,0.011867,15,42,1.0,1.0,43,aless98,spw2123
312293,312293,52.87479,-27.95346,97.2664,509.0,606.4,13.77,0.01314,19,43,1.0,1.0,44,aless98,spw2123
312294,312294,52.87353,-27.95595,97.157,545.4,525.1,13.24,0.004483,3,44,1.0,1.0,45,aless98,spw2123
312295,312295,52.87464,-27.9565,97.2664,513.3,507.1,13.22,0.011882,17,45,1.0,1.0,46,aless98,spw2123
312296,312296,52.87158,-27.95278,96.9539,601.8,628.7,13.18,0.013119,19,46,1.0,1.0,47,aless98,spw2123
312297,312297,52.87517,-27.9578,97.2664,498.2,464.6,12.71,0.010705,15,47,1.0,1.0,48,aless98,spw2123
312298,312298,52.88035,-27.95569,97.2508,348.5,533.6,12.28,0.008815,11,48,1.0,1.0,49,aless98,spw2123
312299,312299,52.87164,-27.95543,97.1258,600.3,542.1,11.8,0.003969,3,49,1.0,1.0,50,aless98,spw2123
312300,312300,52.87496,-27.95591,97.2977,504.2,526.2,10.61,0.009496,17,50,1.0,1.0,51,aless98,spw2123
312301,312301,52.87612,-27.95539,96.9539,470.6,543.4,10.57,0.009243,15,51,1.0,1.0,52,aless98,spw2123
312302,312302,52.87288,-27.95674,97.2351,564.3,499.2,10.43,0.00347,3,52,1.0,1.0,53,aless98,spw2123
312303,312303,52.87705,-27.95925,97.2664,443.8,417.0,10.15,0.00721,11,53,1.0,1.0,54,aless98,spw2123
312304,312304,52.87518,-27.95718,97.3133,497.9,484.9,10.06,0.009506,19,54,1.0,1.0,55,aless98,spw2123
312305,312305,52.87615,-27.9538,96.9226,469.8,595.2,9.7,0.009628,19,55,1.0,1.0,56,aless98,spw2123
312306,312306,52.87292,-27.95557,97.2977,563.3,537.3,9.24,0.007727,15,56,1.0,1.0,57,aless98,spw2123
312307,312307,52.87416,-27.95781,97.3289,527.4,464.1,8.33,0.007848,19,57,1.0,1.0,58,aless98,spw2123
312308,312308,52.87531,-27.95516,96.9695,493.9,550.8,8.33,0.005521,9,58,1.0,1.0,59,aless98,spw2123
312309,312309,52.87373,-27.95562,96.907,539.6,535.8,7.88,0.007812,19,59,1.0,1.0,60,aless98,spw2123
312310,312310,52.87527,-27.95643,96.9226,495.1,509.4,7.07,0.006153,15,60,1.0,1.0,61,aless98,spw2123
312311,312311,52.8759,-27.95555,97.3445,476.8,538.0,6.73,0.006337,19,61,1.0,1.0,62,aless98,spw2123
312312,312312,52.87533,-27.95823,96.8914,493.3,450.5,6.07,0.005988,19,62,0.555,0.993,63,aless98,spw2123
312313,312313,52.87416,-27.95722,97.2977,527.4,483.4,5.6,0.003061,7,63,0.0,0.789,64,aless98,spw2123
312314,312314,52.87922,-27.96396,98.0165,381.0,262.8,5.58,0.001877,3,64,0.0,0.645,65,aless98,spw2123
312320,312320,52.87669,-27.95688,97.6883,454.1,494.5,5.34,0.005472,19,70,0.0,0.766,71,aless98,spw2123
312322,312322,52.87472,-27.95679,97.5321,511.2,497.5,5.32,0.005166,19,72,0.0,0.751,73,aless98,spw2123
312323,312323,52.87342,-27.96673,97.5164,548.8,172.2,5.31,0.005164,19,73,0.0,0.743,74,aless98,spw2123
312329,312329,52.87843,-27.96649,98.2353,403.9,180.1,5.23,0.004334,13,79,0.0,0.679,80,aless98,spw2123
312331,312331,52.86734,-27.9614,97.6727,724.6,346.7,5.19,0.005292,19,82,0.0,0.643,82,aless98,spw2123
312332,312332,52.87636,-27.95697,97.5477,463.7,491.7,5.19,0.005046,19,81,0.0,0.643,83,aless98,spw2123
312341,312341,52.87445,-27.95535,96.6413,518.8,544.6,5.09,0.004366,13,92,0.0,0.614,92,aless98,spw2123
312344,312344,52.86354,-27.95962,97.8133,834.2,405.0,5.07,0.004246,13,94,0.0,0.604,95,aless98,spw2123
322057,322057,34.32117,-5.55735,96.1085,176.9,196.3,28.36,0.024839,7,0,1.0,1.0,1,uds306,allspw
322058,322058,34.32115,-5.55737,95.9991,177.3,196.1,25.57,0.032723,19,1,1.0,1.0,2,uds306,allspw
322059,322059,34.32115,-5.55735,96.2179,177.2,196.3,22.78,0.026677,19,2,1.0,1.0,3,uds306,allspw
322060,322060,34.32154,-5.559,95.7023,171.7,172.7,15.88,0.012694,11,3,1.0,1.0,4,uds306,allspw
322061,322061,34.32154,-5.55899,95.5929,171.7,172.7,11.88,0.010914,19,4,1.0,1.0,5,uds306,allspw
322062,322062,34.3211,-5.55741,95.8898,178.0,195.5,11.55,0.010027,19,5,1.0,1.0,6,uds306,allspw
322063,322063,34.32125,-5.55875,95.8116,175.8,176.1,10.73,0.009902,19,6,1.0,1.0,7,uds306,allspw
322064,322064,34.31988,-5.5491,96.0773,195.4,315.1,6.46,0.00539,7,7,0.875,1.0,8,uds306,allspw
322065,322065,34.32243,-5.56565,96.0148,158.9,76.8,6.3,0.007791,17,8,0.828,1.0,9,uds306,allspw
